alarm_id,incident_description,network_region,technology_type,severity,outage_duration,device_vendor,resolution_notes,timestamp,service_impact,alarm_type,affected_subscribers,resolution_time_minutes,recurrence_count
ALM-2025-00454,Massive MIMO antenna tilt misconfiguration on 14 sector sites in South. SINR degraded by 11 dB causing uplink interference. Capacity reduced by 55% during peak hours. Service degradation reported by enterprise customers using mmWave bands.,Central,5G-NR,P3-Medium,75,Huawei,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-05-31T03:01:32,"VoLTE, Data Sessions, Emergency Services",Transport Failure,43490,210,2
ALM-2023-00067,5G NR SA core network experiencing PDU session establishment failures in East. UPF processing latency spiked to 275ms. Affected 119498 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-76614.,South,3G-UMTS,P4-Low,8,Nokia,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-06-01T11:58:30,Voice Calls,Software Bug,30143,12,8
ALM-2024-00249,Line card failure on Nokia core router in East data center. Module 1/2 ejected due to ASIC thermal runaway at 116°C. Traffic failover to redundant linecard triggered 75ms packet loss event.,South,4G-LTE,P1-Critical,31,Nokia,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-06-03T21:19:35,"Video Streaming, Enterprise VPN",Power Failure,116114,50,1
ALM-2023-00144,5G NR SA core network experiencing PDU session establishment failures in East. UPF processing latency spiked to 500ms. Affected 86795 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-15997.,Central,Fiber,P1-Critical,172,Nokia,Applied emergency hotfix patch HF-7582 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2025-06-04T08:47:36,"Enterprise VPN, Voice Calls",Capacity Overload,92254,270,4
ALM-2024-00331,BGP route policy misconfiguration in North caused 36K prefixes to be inadvertently withdrawn. Internet traffic blackholed for 247 minutes. Customer escalations: 84801 broadband users reported total connectivity loss.,South,5G-NR,P1-Critical,125,Cisco,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 15 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 172 minutes.,2025-06-06T18:26:40,"IoT Connectivity, SMS, Emergency Services",Transport Failure,72946,253,7
ALM-2023-00062,N2/N3 interface congestion between North gNBs and AMF cluster. 27 sites showing SCTP association failures. Emergency handover to 4G-LTE fallback activated. Traffic load balancing misconfiguration identified as probable cause.,North,Fiber,P3-Medium,80,Nokia,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-06-14T03:11:39,"VoLTE, Enterprise VPN, Emergency Services",Hardware Failure,50947,153,4
ALM-2023-00056,PTP/IEEE-1588 grandmaster clock failure in West synchronization hierarchy. Holdover mode activated on 23 slave clocks. Phase error accumulating at 52 ns/s. 5G NR TDD frame alignment at risk after 439 minutes without reference.,East,5G-NR,P3-Medium,19,Cisco,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2025-06-14T18:07:38,"Video Streaming, VoLTE, Enterprise VPN",Software Bug,54027,38,6
ALM-2025-00447,GNSS antenna failure on West primary timing reference. Backup BITS/SSU clock source activated. Stratum level degraded from 1 to 3. 50 dependent 5G sites at risk of air interface synchronization failure.,West,SD-WAN,P1-Critical,39,Nokia,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-06-14T19:34:20,"SMS, VoLTE",Software Bug,59879,90,3
ALM-2024-00332,BGP route policy misconfiguration in South caused 5K prefixes to be inadvertently withdrawn. Internet traffic blackholed for 102 minutes. Customer escalations: 134498 broadband users reported total connectivity loss.,South,4G-LTE,P4-Low,44,Nokia,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2025-06-26T08:33:15,VoLTE,Software Bug,8400,54,3
ALM-2023-00134,Core network signaling storm from 28 IoT devices in South entering simultaneous TAU cycles. MME/AMF overloaded causing 62% attach rejection rate. Emergency rate limiting applied to prevent total core collapse.,North,4G-LTE,P2-High,95,Huawei,Applied emergency hotfix patch HF-5242 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2025-06-28T03:20:39,"Roaming Services, IoT Connectivity, Voice Calls",Interference,116662,201,3
ALM-2024-00288,GNSS antenna failure on West primary timing reference. Backup BITS/SSU clock source activated. Stratum level degraded from 1 to 3. 49 dependent 5G sites at risk of air interface synchronization failure.,North,5G-NR,P3-Medium,85,Huawei,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-07-01T03:47:09,Roaming Services,Power Failure,14442,212,4
ALM-2024-00319,Submarine cable EDFA failure causing signal degradation on North international link. Capacity reduced from 358Gbps to 47Gbps. Traffic rerouted via alternate cable system with 375ms additional round-trip delay.,North,5G-NR,P3-Medium,95,Nokia,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-07-02T21:32:18,IoT Connectivity,Transport Failure,80056,208,7
ALM-2024-00219,LTE PDCP integrity protection mismatch on Juniper eNodeBs after security patch. UE contexts being dropped at RRC reconfiguration phase. 23 cells impacted in Central. Hotfix deployment required to restore normal operations.,South,SD-WAN,P1-Critical,125,Cisco,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-07-03T04:22:32,"Enterprise VPN, IoT Connectivity, Data Sessions",Authentication Failure,40459,277,0
ALM-2025-00431,Incorrect ACL configuration pushed to 30 Huawei routers in Central via automated provisioning. Management plane traffic blocked causing loss of visibility to 30 network elements. Emergency rollback executed via out-of-band console access.,South,Fiber,P1-Critical,172,Huawei,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2025-07-04T16:32:31,"Voice Calls, Enterprise VPN",Authentication Failure,21570,206,7
ALM-2025-00450,Line card failure on Juniper core router in Central data center. Module 10/1 ejected due to ASIC thermal runaway at 110°C. Traffic failover to redundant linecard triggered 444ms packet loss event.,North,Fiber,P2-High,24,Huawei,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-07-05T02:47:26,"Enterprise VPN, VoLTE, Voice Calls",Capacity Overload,132832,48,1
ALM-2025-00418,LTE carrier aggregation malfunction on Band 3 + Band 7 in South. PDCP layer buffer overflow caused by DRB misconfiguration after software patch HF-2759. 82791 high-value subscribers affected. ARPU impact estimated at $1430K.,South,5G-NR,P4-Low,8,Nokia,Rolled back firmware to previous stable version 18.Q3. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2025-07-06T10:39:15,"Video Streaming, IoT Connectivity",Transport Failure,32484,18,8
ALM-2023-00164,DWDM wavelength drift detected on West fiber span kilometer 31. OSNR degraded below threshold causing FEC errors to spike. Amplifier gain tilt compensation adjusted but optical power margin remains critically low.,Central,SD-WAN,P1-Critical,26,Cisco,Applied emergency hotfix patch HF-5008 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2025-07-07T01:47:10,"Voice Calls, VoLTE, Enterprise VPN",Hardware Failure,177380,75,6
ALM-2025-00442,N2/N3 interface congestion between Central gNBs and AMF cluster. 39 sites showing SCTP association failures. Emergency handover to 4G-LTE fallback activated. Traffic load balancing misconfiguration identified as probable cause.,South,4G-LTE,P4-Low,15,Ericsson,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-07-12T04:27:21,"Data Sessions, IoT Connectivity, Emergency Services",Software Bug,7429,31,8
ALM-2024-00391,Submarine cable EDFA failure causing signal degradation on North international link. Capacity reduced from 238Gbps to 76Gbps. Traffic rerouted via alternate cable system with 479ms additional round-trip delay.,West,MPLS,P1-Critical,231,Nokia,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-07-14T07:54:39,Emergency Services,Capacity Overload,196755,595,4
ALM-2025-00461,GNSS antenna failure on North primary timing reference. Backup BITS/SSU clock source activated. Stratum level degraded from 1 to 3. 17 dependent 5G sites at risk of air interface synchronization failure.,South,SD-WAN,P3-Medium,58,Juniper,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-07-15T04:57:55,Roaming Services,Sync Loss,94595,117,2
ALM-2023-00167,LTE PDCP integrity protection mismatch on Nokia eNodeBs after security patch. UE contexts being dropped at RRC reconfiguration phase. 30 cells impacted in West. Hotfix deployment required to restore normal operations.,West,3G-UMTS,P1-Critical,144,Nokia,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-07-18T23:04:21,Voice Calls,Link Down,95772,213,5
ALM-2025-00459,Fiber cut on backbone ring between North hub and metro aggregation node. APS (Automatic Protection Switching) triggered but secondary path showing 412ms additional latency. 39 enterprise circuits and 14405 mobile subscribers affected on dependent transport.,South,4G-LTE,P1-Critical,150,Nokia,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 10 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 222 minutes.,2025-07-19T20:29:31,"Data Sessions, Emergency Services, VoLTE",Sync Loss,73235,285,6
ALM-2025-00499,5G NR SA core network experiencing PDU session establishment failures in East. UPF processing latency spiked to 134ms. Affected 44605 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-34079.,West,5G-NR,P3-Medium,77,Juniper,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2025-07-21T12:45:19,VoLTE,Sync Loss,8943,84,0
ALM-2024-00305,N2/N3 interface congestion between West gNBs and AMF cluster. 36 sites showing SCTP association failures. Emergency handover to 4G-LTE fallback activated. Traffic load balancing misconfiguration identified as probable cause.,South,SD-WAN,P3-Medium,100,Ericsson,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-07-24T16:13:53,"SMS, Voice Calls, Data Sessions",Interference,63588,102,3
ALM-2024-00364,Submarine cable EDFA failure causing signal degradation on North international link. Capacity reduced from 308Gbps to 30Gbps. Traffic rerouted via alternate cable system with 97ms additional round-trip delay.,Central,SD-WAN,P4-Low,11,Cisco,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-07-25T08:21:36,Video Streaming,Hardware Failure,35692,22,1
ALM-2023-00114,Submarine cable EDFA failure causing signal degradation on South international link. Capacity reduced from 212Gbps to 39Gbps. Traffic rerouted via alternate cable system with 280ms additional round-trip delay.,South,4G-LTE,P3-Medium,93,Cisco,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 5 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 297 minutes.,2025-07-25T12:52:56,"Data Sessions, SMS",Link Down,13940,206,3
ALM-2023-00171,CSFB (Circuit Switched Fallback) failure rate spike in East — 46% failure observed. MSC-S unreachable from 34 eNodeBs due to SS7 link congestion. Voice call setup failure affected 84397 subscribers during peak hours.,North,SD-WAN,P1-Critical,191,Cisco,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-07-29T06:44:58,"Emergency Services, SMS",Interference,5119,546,3
ALM-2025-00444,BGP route policy misconfiguration in East caused 18K prefixes to be inadvertently withdrawn. Internet traffic blackholed for 50 minutes. Customer escalations: 67229 broadband users reported total connectivity loss.,East,5G-NR,P4-Low,8,Huawei,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2025-07-30T05:23:56,"Roaming Services, Video Streaming",Hardware Failure,508,21,4
ALM-2025-00403,LTE carrier aggregation malfunction on Band 3 + Band 7 in East. PDCP layer buffer overflow caused by DRB misconfiguration after software patch HF-8746. 44933 high-value subscribers affected. ARPU impact estimated at $1766K.,South,3G-UMTS,P1-Critical,238,Huawei,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-08-01T17:20:18,"Data Sessions, Roaming Services",Transport Failure,76746,389,8
ALM-2023-00112,Massive MIMO antenna tilt misconfiguration on 32 sector sites in North. SINR degraded by 12 dB causing uplink interference. Capacity reduced by 51% during peak hours. Service degradation reported by enterprise customers using mmWave bands.,South,SD-WAN,P4-Low,38,Juniper,Applied emergency hotfix patch HF-3940 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2025-08-06T00:07:57,IoT Connectivity,Transport Failure,12682,107,6
ALM-2023-00091,Uplink PRB utilization exceeding 90% on 14 cells in East during peak traffic. Scheduler fairness degraded for edge UEs. Average throughput dropped 59%. Emergency capacity expansion through spectrum refarming initiated.,South,SD-WAN,P3-Medium,77,Ericsson,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-08-10T12:54:11,"SMS, Roaming Services",Sync Loss,76552,109,0
ALM-2024-00361,49 gNB nodes in East region reporting X2 interface failures after firmware upgrade to 23.Q3. UE attach success rate dropped from 98% to 44%. Engineers observed increased RRC connection rejections. Root cause identified as misconfigured AMF pool configuration post-upgrade.,South,4G-LTE,P1-Critical,178,Ericsson,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-08-13T11:26:05,"Emergency Services, SMS",Capacity Overload,41740,201,2
ALM-2023-00173,CU-DU functional split failure on 28 distributed 5G nodes in Central. F1 interface went down due to transport network IP route withdrawal. Mid-haul link between CU and DU lost for 438 minutes causing complete service disruption.,South,3G-UMTS,P1-Critical,21,Cisco,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-08-16T02:25:51,"Emergency Services, Roaming Services",Transport Failure,114665,54,0
ALM-2023-00020,BGP route policy misconfiguration in South caused 20K prefixes to be inadvertently withdrawn. Internet traffic blackholed for 180 minutes. Customer escalations: 123795 broadband users reported total connectivity loss.,East,3G-UMTS,P2-High,89,Ericsson,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-08-16T11:34:55,VoLTE,Software Bug,107612,188,7
ALM-2023-00172,CSFB (Circuit Switched Fallback) failure rate spike in South — 40% failure observed. MSC-S unreachable from 14 eNodeBs due to SS7 link congestion. Voice call setup failure affected 137767 subscribers during peak hours.,South,4G-LTE,P2-High,151,Cisco,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 10 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 174 minutes.,2025-08-19T07:47:49,"Emergency Services, VoLTE, Voice Calls",Power Failure,80956,251,1
ALM-2024-00260,LTE PDCP integrity protection mismatch on Huawei eNodeBs after security patch. UE contexts being dropped at RRC reconfiguration phase. 29 cells impacted in Central. Hotfix deployment required to restore normal operations.,North,Fiber,P2-High,58,Huawei,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2025-08-20T09:09:22,"Roaming Services, Emergency Services",Authentication Failure,100717,59,3
ALM-2023-00055,DWDM wavelength drift detected on Central fiber span kilometer 344. OSNR degraded below threshold causing FEC errors to spike. Amplifier gain tilt compensation adjusted but optical power margin remains critically low.,West,5G-NR,P1-Critical,84,Huawei,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-08-29T19:45:05,Video Streaming,Sync Loss,51060,186,1
ALM-2023-00199,X2 handover failures between Central eNodeBs and neighboring cluster. Inter-eNB handover success rate dropped to 44%. Ping-pong handover storms observed. SON algorithm override required to stabilize mobility parameters.,West,4G-LTE,P4-Low,18,Huawei,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2025-09-02T18:45:59,Data Sessions,Hardware Failure,28928,53,7
ALM-2023-00154,5G NR SA core network experiencing PDU session establishment failures in East. UPF processing latency spiked to 245ms. Affected 27264 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-22936.,South,SD-WAN,P3-Medium,92,Cisco,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-09-03T05:55:04,"VoLTE, Emergency Services",Sync Loss,15184,209,5
ALM-2023-00075,Core network signaling storm from 4 IoT devices in West entering simultaneous TAU cycles. MME/AMF overloaded causing 49% attach rejection rate. Emergency rate limiting applied to prevent total core collapse.,West,3G-UMTS,P4-Low,9,Huawei,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-09-04T03:43:10,"Video Streaming, Data Sessions",Power Failure,21177,19,4
ALM-2024-00256,Core network signaling storm from 16 IoT devices in Central entering simultaneous TAU cycles. MME/AMF overloaded causing 45% attach rejection rate. Emergency rate limiting applied to prevent total core collapse.,West,MPLS,P4-Low,46,Huawei,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2025-09-09T05:22:36,Video Streaming,Sync Loss,37576,111,8
ALM-2023-00200,LTE carrier aggregation malfunction on Band 3 + Band 7 in South. PDCP layer buffer overflow caused by DRB misconfiguration after software patch HF-9778. 20876 high-value subscribers affected. ARPU impact estimated at $1634K.,East,SD-WAN,P3-Medium,29,Juniper,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-09-12T09:16:38,"IoT Connectivity, Video Streaming",Power Failure,21551,74,4
ALM-2024-00374,Incorrect ACL configuration pushed to 7 Cisco routers in South via automated provisioning. Management plane traffic blocked causing loss of visibility to 7 network elements. Emergency rollback executed via out-of-band console access.,North,3G-UMTS,P1-Critical,193,Nokia,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2025-09-13T11:11:38,"IoT Connectivity, Voice Calls, SMS",Config Error,16201,253,1
ALM-2023-00153,BGP route policy misconfiguration in East caused 33K prefixes to be inadvertently withdrawn. Internet traffic blackholed for 252 minutes. Customer escalations: 39143 broadband users reported total connectivity loss.,West,SD-WAN,P3-Medium,93,Nokia,Applied emergency hotfix patch HF-5415 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2025-09-13T22:18:28,VoLTE,Hardware Failure,39496,102,3
ALM-2023-00157,Core network signaling storm from 50 IoT devices in North entering simultaneous TAU cycles. MME/AMF overloaded causing 62% attach rejection rate. Emergency rate limiting applied to prevent total core collapse.,East,MPLS,P3-Medium,17,Ericsson,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-09-15T04:16:45,"VoLTE, IoT Connectivity, SMS",Authentication Failure,74547,38,3
ALM-2023-00152,Power supply unit failure in East outdoor macro cell cabinet. Generator backup activated but fuel exhaustion after 295 hours caused site blackout. 28 collocated operators affected. TSSR dispatched for emergency repair.,South,Fiber,P4-Low,60,Huawei,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-09-17T08:26:59,"SMS, Enterprise VPN, Data Sessions",Power Failure,43045,179,4
ALM-2023-00180,Power supply unit failure in West outdoor macro cell cabinet. Generator backup activated but fuel exhaustion after 138 hours caused site blackout. 21 collocated operators affected. TSSR dispatched for emergency repair.,West,4G-LTE,P1-Critical,22,Juniper,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-09-19T09:20:35,"Emergency Services, Data Sessions, IoT Connectivity",Link Down,63375,37,8
ALM-2025-00449,LTE carrier aggregation malfunction on Band 3 + Band 7 in East. PDCP layer buffer overflow caused by DRB misconfiguration after software patch HF-4400. 28757 high-value subscribers affected. ARPU impact estimated at $1200K.,Central,3G-UMTS,P2-High,102,Huawei,Rolled back firmware to previous stable version 22.Q3. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2025-09-19T21:52:12,"Enterprise VPN, Emergency Services",Authentication Failure,33952,162,8
ALM-2024-00264,DWDM wavelength drift detected on Central fiber span kilometer 205. OSNR degraded below threshold causing FEC errors to spike. Amplifier gain tilt compensation adjusted but optical power margin remains critically low.,West,SD-WAN,P3-Medium,117,Cisco,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-09-23T05:34:33,Data Sessions,Authentication Failure,55715,195,2
ALM-2024-00385,Incorrect ACL configuration pushed to 31 Ericsson routers in South via automated provisioning. Management plane traffic blocked causing loss of visibility to 31 network elements. Emergency rollback executed via out-of-band console access.,East,Fiber,P4-Low,43,Nokia,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-09-26T16:28:48,"Video Streaming, Voice Calls, Emergency Services",Config Error,38706,89,5
ALM-2024-00270,Power supply unit failure in East outdoor macro cell cabinet. Generator backup activated but fuel exhaustion after 68 hours caused site blackout. 30 collocated operators affected. TSSR dispatched for emergency repair.,Central,3G-UMTS,P4-Low,24,Cisco,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2025-10-06T07:33:08,Video Streaming,Authentication Failure,18860,72,4
ALM-2023-00175,DWDM wavelength drift detected on West fiber span kilometer 339. OSNR degraded below threshold causing FEC errors to spike. Amplifier gain tilt compensation adjusted but optical power margin remains critically low.,South,Fiber,P4-Low,41,Nokia,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-10-09T03:23:13,"SMS, IoT Connectivity, Video Streaming",Power Failure,6709,117,7
ALM-2024-00259,Line card failure on Cisco core router in West data center. Module 14/1 ejected due to ASIC thermal runaway at 117°C. Traffic failover to redundant linecard triggered 384ms packet loss event.,North,4G-LTE,P3-Medium,20,Huawei,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-10-15T20:51:08,Roaming Services,Interference,32589,33,7
ALM-2024-00317,Segment routing MPLS path computation failure in Central SR-TE domain. PCE-server connectivity lost due to TLS certificate expiry. 46 critical traffic classes losing QoS guarantees. Enterprise SLA breached.,North,3G-UMTS,P4-Low,48,Juniper,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-10-17T19:25:10,"Enterprise VPN, VoLTE",Capacity Overload,1729,102,3
ALM-2023-00093,ISIS adjacency loss between North P-routers after planned IOS-XR upgrade. SPF recalculation loop detected causing micro-burst packet loss. ECMP paths became unequal triggering traffic imbalance across 4 interfaces.,Central,MPLS,P4-Low,50,Huawei,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-10-20T02:06:31,Voice Calls,Sync Loss,43571,69,3
ALM-2023-00124,ISIS adjacency loss between East P-routers after planned IOS-XR upgrade. SPF recalculation loop detected causing micro-burst packet loss. ECMP paths became unequal triggering traffic imbalance across 22 interfaces.,East,SD-WAN,P3-Medium,97,Nokia,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-10-20T10:16:36,"Emergency Services, Roaming Services, Voice Calls",Power Failure,45853,179,3
ALM-2024-00310,Fiber cut on backbone ring between South hub and metro aggregation node. APS (Automatic Protection Switching) triggered but secondary path showing 99ms additional latency. 22 enterprise circuits and 135240 mobile subscribers affected on dependent transport.,North,MPLS,P4-Low,52,Nokia,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-10-21T06:08:38,Emergency Services,Capacity Overload,384,96,5
ALM-2025-00433,Power supply unit failure in Central outdoor macro cell cabinet. Generator backup activated but fuel exhaustion after 155 hours caused site blackout. 6 collocated operators affected. TSSR dispatched for emergency repair.,Central,3G-UMTS,P3-Medium,49,Juniper,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-10-21T21:31:58,"Roaming Services, Enterprise VPN",Link Down,38568,50,8
ALM-2024-00202,LTE PDCP integrity protection mismatch on Cisco eNodeBs after security patch. UE contexts being dropped at RRC reconfiguration phase. 13 cells impacted in East. Hotfix deployment required to restore normal operations.,East,5G-NR,P3-Medium,97,Cisco,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2025-10-25T15:03:00,Video Streaming,Authentication Failure,75008,172,7
ALM-2024-00388,Uplink PRB utilization exceeding 90% on 43 cells in Central during peak traffic. Scheduler fairness degraded for edge UEs. Average throughput dropped 15%. Emergency capacity expansion through spectrum refarming initiated.,East,5G-NR,P3-Medium,69,Ericsson,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-10-25T16:10:35,IoT Connectivity,Interference,4094,174,3
ALM-2024-00369,GNSS antenna failure on West primary timing reference. Backup BITS/SSU clock source activated. Stratum level degraded from 1 to 3. 40 dependent 5G sites at risk of air interface synchronization failure.,East,SD-WAN,P4-Low,31,Ericsson,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-10-26T16:04:17,Roaming Services,Software Bug,18853,68,3
ALM-2023-00196,Massive MIMO antenna tilt misconfiguration on 39 sector sites in East. SINR degraded by 4 dB causing uplink interference. Capacity reduced by 42% during peak hours. Service degradation reported by enterprise customers using mmWave bands.,East,3G-UMTS,P1-Critical,141,Juniper,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-10-27T00:49:31,SMS,Hardware Failure,185704,406,0
ALM-2025-00441,LTE PDCP integrity protection mismatch on Ericsson eNodeBs after security patch. UE contexts being dropped at RRC reconfiguration phase. 17 cells impacted in South. Hotfix deployment required to restore normal operations.,East,4G-LTE,P4-Low,36,Juniper,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2025-10-27T05:19:59,"Roaming Services, Voice Calls, Data Sessions",Power Failure,36769,84,3
ALM-2023-00189,LTE PDCP integrity protection mismatch on Huawei eNodeBs after security patch. UE contexts being dropped at RRC reconfiguration phase. 16 cells impacted in East. Hotfix deployment required to restore normal operations.,East,3G-UMTS,P2-High,106,Huawei,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-10-28T05:08:09,VoLTE,Authentication Failure,68255,257,0
